69	2.8699e+006	5.39247e+006
70	2.8393e+006	5.47062e+006
71	2.81001e+006	5.54877e+006
72	2.78198e+006	5.62693e+006
73	2.75519e+006	5.70508e+006
74	2.72958e+006	5.78323e+006
75	2.70514e+006	5.86138e+006
76	2.68182e+006	5.93953e+006
77	2.65959e+006	6.01768e+006
78	2.63843e+006	6.09584e+006
79	2.6183e+006	6.17399e+006
80	2.59919e+006	6.25214e+006
81	2.58106e+006	6.33029e+006
82	2.56389e+006	6.40844e+006
83	2.54766e+006	6.4866e+006
84	2.53235e+006	6.56475e+006
85	2.51795e+006	6.6429e+006
86	2.50442e+006	6.72105e+006
87	2.49176e+006	6.7992e+006
88	2.47994e+006	6.87735e+006
89	2.46896e+006	6.95551e+006
90	2.45879e+006	7.03366e+006
91	2.44942e+006	7.11181e+006
92	2.44085e+006	7.18996e+006
93	2.43305e+006	7.26811e+006
94	2.42601e+006	7.34626e+006
95	2.41973e+006	7.42442e+006
96	2.41418e+006	7.50257e+006
97	2.40937e+006	7.58072e+006
98	2.40529e+006	7.65887e+006
99	2.40191e+006	7.73702e+006
100	2.39925e+006	7.81518e+006
101	2.39727e+006	7.89333e+006
102	2.39599e+006	7.97148e+006
103	2.39539e+006	8.04963e+006
104	2.39546e+006	8.12778e+006
105	2.3962e+006	8.20593e+006
106	2.39761e+006	8.28409e+006
107	2.39967e+006	8.36224e+006
108	2.40238e+006	8.44039e+006
109	2.40574e+006	8.51854e+006
110	2.40973e+006	8.59669e+006
111	2.41437e+006	8.67484e+006
112	2.41964e+006	8.753e+006
113	2.42553e+006	8.83115e+006
114	2.43206e+006	8.9093e+006
115	2.4392e+006	8.98745e+006
116	2.44696e+006	9.0656e+006
117	2.45534e+006	9.14376e+006
118	2.46432e+006	9.22191e+006
119	2.47392e+006	9.30006e+006
120	2.48413e+006	9.37821e+006
121	2.49494e+006	9.45636e+006
122	2.50635e+006	9.53451e+006
123	2.51837e+006	9.61267e+006
124	2.53098e+006	9.69082e+006
125	2.54419e+006	9.76897e+006
126	2.558e+006	9.84712e+006
127	2.57241e+006	9.92527e+006
128	2.5874e+006	1.00034e+007
129	2.603e+006	1.00816e+007
130	2.61918e+006	1.01597e+007
131	2.63596e+006	1.02379e+007
132	2.65332e+006	1.0316e+007
133	2.67128e+006	1.03942e+007
134	2.68983e+006	1.04723e+007
135	2.70897e+006	1.05505e+007
136	2.72869e+006	1.06286e+007
137	2.74901e+006	1.07068e+007
138	2.76992e+006	1.07849e+007
139	2.79142e+006	1.08631e+007
140	2.8135e+006	1.09412e+007
141	2.83618e+006	1.10194e+007
142	2.85945e+006	1.10975e+007
143	2.88331e+006	1.11757e+007
144	2.90776e+006	1.12539e+007
145	2.93281e+006	1.1332e+007
146	2.95845e+006	1.14102e+007
147	2.98468e+006	1.14883e+007
148	3.01151e+006	1.15665e+007
149	3.03893e+006	1.16446e+007
150	3.06695e+006	1.17228e+007
151	3.09557e+006	1.18009e+007
152	3.12478e+006	1.18791e+007
153	3.1546e+006	1.19572e+007
154	3.18502e+006	1.20354e+007
155	3.21603e+006	1.21135e+007
156	3.24766e+006	1.21917e+007
157	3.27989e+006	1.22698e+007
158	3.31272e+006	1.2348e+007
159	3.34616e+006	1.24261e+007
160	3.38021e+006	1.25043e+007
161	3.41488e+006	1.25824e+007
162	3.45015e+006	1.26606e+007
163	3.48604e+006	1.27387e+007
164	3.52255e+006	1.28169e+007
165	3.55967e+006	1.2895e+007
166	3.59741e+006	1.29732e+007
167	3.63577e+006	1.30513e+007
168	3.67476e+006	1.31295e+007
169	3.71437e+006	1.32076e+007
170	3.7546e+006	1.32858e+007
171	3.79546e+006	1.33639e+007
172	3.83696e+006	1.34421e+007
173	3.87909e+006	1.35203e+007
174	3.92185e+006	1.35984e+007
175	3.96524e+006	1.36766e+007
176	4.00928e+006	1.37547e+007
177	4.05395e+006	1.38329e+007
178	4.09927e+006	1.3911e+007
179	4.14523e+006	1.39892e+007
180	4.19184e+006	1.40673e+007
181	4.2391e+006	1.41455e+007
182	4.28701e+006	1.42236e+007
183	4.33557e+006	1.43018e+007
184	4.38479e+006	1.43799e+007
185	4.43466e+006	1.44581e+007
186	4.4852e+006	1.45362e+007
187	4.5364e+006	1.46144e+007
188	4.58826e+006	1.46925e+007
189	4.64079e+006	1.47707e+007
190	4.69399e+006	1.48488e+007
191	4.74786e+006	1.4927e+007
192	4.80241e+006	1.50051e+007
193	4.85763e+006	1.50833e+007
